algorithme,instance,run,f
random_search_cont,6,2,-12922.313346
random_search_cont,6,3,-13342.253425
random_search_cont,6,4,-13191.336764
random_search_cont,6,5,-14521.861267
random_search_cont,6,6,-14576.342554
random_search_cont,6,7,-12597.806432
random_search_cont,6,8,-15162.954856
random_search_cont,6,9,-14161.378422
random_search_cont,6,10,-13663.077664
random_search_cont,6,11,-14241.343051
random_search_cont,6,12,-14372.624945
random_search_cont,6,13,-13862.470836
random_search_cont,6,14,-14448.308369
random_search_cont,6,15,-12863.801588
random_search_cont,6,16,-13657.968004
random_search_cont,6,17,-13706.660744
random_search_cont,6,18,-12801.729197
random_search_cont,6,19,-13195.664899
random_search_cont,6,20,-12042.874918
random_search_cont,6,21,-12728.055673
random_search_cont,6,22,-12970.372317
random_search_cont,6,23,-14368.320411
random_search_cont,6,24,-13418.775527
random_search_cont,6,25,-12669.438562
random_search_cont,6,26,-12401.586651
random_search_cont,6,27,-14022.37341
random_search_cont,6,28,-13916.602251
random_search_cont,6,29,-14682.822587
random_search_cont,7,0,-20475.450132
random_search_cont,7,1,-19687.90344
random_search_cont,7,2,-18769.790784
random_search_cont,7,3,-20011.18394
